"","T1","T2","T3","Control"
"1",100,100,100,324
"2",100,100,100,326
"3",100,100,100,333
"4",100,100,100,304
"5",100,100,100,269
"6",100,100,100,274
"7",100,100,100,313
"8",100,100,100,310
"9",100,100,100,309
"10",100,100,100,309
"11",100,100,100,301
"12",100,100,100,273
"13",100,100,100,251
"14",100,100,100,316
"15",100,100,100,302
"16",100,100,100,266
"17",100,100,100,264
"18",100,100,100,276
"19",100,100,100,306
"20",100,100,100,303
"21",100,100,100,293
"22",100,100,100,282
"23",100,100,100,319
"24",100,100,100,320
"25",100,100,100,345
"26",100,100,100,334
"27",100,100,100,270
"28",100,100,100,326
"29",100,100,100,287
"30",100,100,100,331
"31",100,100,100,287
"32",100,100,100,266
"33",100,100,100,318
"34",100,100,100,290
"35",100,100,100,335
"36",100,100,100,302
"37",100,100,100,292
"38",100,100,100,300
"39",100,100,100,292
"40",100,100,100,327
"41",100,100,100,326
"42",100,100,100,313
"43",100,100,100,357
"44",100,100,100,285
"45",100,100,100,235
"46",100,100,100,314
"47",100,100,100,290
"48",100,100,100,314
"49",100,100,100,353
"50",100,100,100,321
"51",100,100,100,312
"52",100,100,100,334
"53",100,100,100,283
"54",100,100,100,292
"55",100,100,100,295
"56",100,100,100,347
"57",100,100,100,283
"58",100,100,100,345
"59",100,100,100,337
"60",100,100,100,268
"61",100,100,100,333
"62",100,100,100,282
"63",100,100,100,262
"64",100,100,100,305
"65",100,100,100,323
"66",100,100,100,321
"67",100,100,100,253
"68",100,100,100,289
"69",100,100,100,324
"70",100,100,100,315
"71",100,100,100,352
"72",100,100,100,277
"73",100,100,100,334
"74",100,100,100,283
"75",100,100,100,290
"76",100,100,100,294
"77",100,100,100,304
"78",100,100,100,328
"79",100,100,100,360
"80",100,100,100,276
"81",100,100,100,321
"82",100,100,100,332
"83",100,100,100,296
"84",100,100,100,286
"85",100,100,100,331
"86",100,100,100,317
"87",100,100,100,277
"88",100,100,100,279
"89",100,100,100,290
"90",100,100,100,318
"91",100,100,100,296
"92",100,100,100,277
"93",100,100,100,318
"94",100,100,100,307
"95",100,100,100,295
"96",100,100,100,286
"97",100,100,100,267
"98",100,100,100,335
"99",100,100,100,322
"100",100,100,100,327
