"","T1","T2","T3","Control"
"1",100,100,100,321
"2",100,100,100,300
"3",100,100,100,309
"4",100,100,100,325
"5",100,100,100,288
"6",100,100,100,279
"7",100,100,100,306
"8",100,100,100,338
"9",100,100,100,287
"10",100,100,100,311
"11",100,100,100,354
"12",100,100,100,375
"13",100,100,100,293
"14",100,100,100,303
"15",100,100,100,302
"16",100,100,100,318
"17",100,100,100,345
"18",100,100,100,308
"19",100,100,100,301
"20",100,100,100,321
"21",100,100,100,289
"22",100,100,100,290
"23",100,100,100,340
"24",100,100,100,306
"25",100,100,100,285
"26",100,100,100,347
"27",100,100,100,338
"28",100,100,100,294
"29",100,100,100,289
"30",100,100,100,301
"31",100,100,100,285
"32",100,100,100,295
"33",100,100,100,295
"34",100,100,100,298
"35",100,100,100,305
"36",100,100,100,313
"37",100,100,100,332
"38",100,100,100,282
"39",100,100,100,306
"40",100,100,100,296
"41",100,100,100,308
"42",100,100,100,363
"43",100,100,100,321
"44",100,100,100,324
"45",100,100,100,284
"46",100,100,100,331
"47",100,100,100,314
"48",100,100,100,309
"49",100,100,100,288
"50",100,100,100,316
"51",100,100,100,312
"52",100,100,100,358
"53",100,100,100,307
"54",100,100,100,309
"55",100,100,100,299
"56",100,100,100,316
"57",100,100,100,335
"58",100,100,100,268
"59",100,100,100,258
"60",100,100,100,331
"61",100,100,100,365
"62",100,100,100,327
"63",100,100,100,302
"64",100,100,100,318
"65",100,100,100,314
"66",100,100,100,342
"67",100,100,100,347
"68",100,100,100,299
"69",100,100,100,338
"70",100,100,100,312
"71",100,100,100,288
"72",100,100,100,256
"73",100,100,100,299
"74",100,100,100,379
"75",100,100,100,249
"76",100,100,100,308
"77",100,100,100,301
"78",100,100,100,264
"79",100,100,100,329
"80",100,100,100,310
"81",100,100,100,292
"82",100,100,100,288
"83",100,100,100,291
"84",100,100,100,306
"85",100,100,100,255
"86",100,100,100,271
"87",100,100,100,308
"88",100,100,100,318
"89",100,100,100,321
"90",100,100,100,292
"91",100,100,100,324
"92",100,100,100,300
"93",100,100,100,272
"94",100,100,100,280
"95",100,100,100,302
"96",100,100,100,313
"97",100,100,100,314
"98",100,100,100,316
"99",100,100,100,323
"100",100,100,100,319
