"","T1","T2","T3"
"1",12,34,19
"2",15,45,28
"3",16,48,28
"4",14,40,24
"5",15,38,22
"6",17,45,25
"7",12,34,20
"8",18,57,28
"9",16,44,26
"10",16,36,23
"11",14,35,21
"12",16,39,24
"13",15,46,25
"14",16,48,24
"15",14,36,22
"16",18,50,25
"17",18,47,27
"18",12,41,23
"19",14,39,22
"20",14,41,23
"21",12,32,20
"22",12,32,20
"23",16,41,23
"24",15,47,22
"25",13,32,20
"26",17,39,26
"27",16,37,23
"28",13,46,23
"29",13,43,25
"30",17,61,26
"31",13,35,20
"32",11,27,18
"33",13,36,21
"34",18,59,32
"35",16,40,24
"36",16,42,22
"37",13,65,25
"38",13,47,28
"39",14,50,23
"40",17,53,25
"41",12,37,22
"42",15,51,28
"43",16,36,24
"44",15,40,23
"45",17,41,26
"46",16,48,30
"47",14,44,21
"48",14,49,23
"49",13,34,20
"50",12,32,21
"51",16,39,26
"52",14,35,22
"53",17,46,26
"54",17,60,29
"55",16,54,26
"56",15,37,22
"57",13,31,20
"58",17,41,23
"59",16,41,25
"60",16,49,27
"61",16,40,27
"62",16,36,24
"63",16,41,24
"64",13,33,22
"65",15,43,23
"66",16,36,23
"67",13,38,19
"68",17,44,25
"69",19,58,28
"70",17,36,23
"71",13,49,22
"72",14,41,22
"73",17,42,25
"74",14,34,23
"75",13,32,21
"76",15,40,23
"77",14,36,22
"78",14,58,26
"79",15,42,25
"80",17,50,24
"81",16,42,23
"82",20,73,33
"83",14,42,22
"84",17,51,29
"85",13,32,20
"86",15,48,28
"87",19,73,35
"88",15,46,24
"89",16,56,24
"90",14,44,23
"91",14,34,24
"92",13,36,19
"93",15,43,22
"94",14,40,24
"95",15,56,25
"96",17,39,25
"97",15,35,23
"98",15,40,22
"99",17,34,23
"100",14,52,25
