"","T1","T2","T3","Control"
"1",100,100,100,281
"2",100,100,100,291
"3",100,100,100,285
"4",100,100,100,311
"5",100,100,100,316
"6",90,100,100,350
"7",100,100,100,304
"8",100,100,100,286
"9",100,100,100,331
"10",100,100,100,303
"11",100,100,100,287
"12",100,100,100,319
"13",100,100,100,286
"14",100,100,100,311
"15",100,100,100,308
"16",100,100,100,350
"17",100,100,100,336
"18",100,100,100,344
"19",100,100,100,305
"20",100,100,100,320
"21",100,100,100,323
"22",100,100,100,300
"23",100,100,100,287
"24",100,100,100,300
"25",100,100,100,329
"26",100,100,100,332
"27",100,100,100,278
"28",100,100,100,321
"29",100,100,100,301
"30",100,100,100,298
"31",100,100,100,324
"32",100,100,100,331
"33",100,100,100,313
"34",100,100,100,304
"35",100,100,100,332
"36",100,100,100,284
"37",100,100,100,251
"38",100,100,100,301
"39",100,100,100,289
"40",100,100,100,298
"41",100,100,100,299
"42",100,100,100,364
"43",100,100,100,289
"44",100,100,100,332
"45",100,100,100,289
"46",100,100,100,325
"47",100,100,100,298
"48",100,100,100,361
"49",100,100,100,312
"50",100,100,100,319
"51",100,100,100,277
"52",100,100,100,331
"53",100,100,100,284
"54",100,100,100,315
"55",100,100,100,339
"56",100,100,100,309
"57",100,100,100,305
"58",100,100,100,330
"59",100,100,100,354
"60",100,100,100,347
"61",100,100,100,308
"62",100,100,100,314
"63",100,100,100,335
"64",100,100,100,251
"65",100,100,100,315
"66",100,100,100,323
"67",100,100,100,315
"68",100,100,100,320
"69",100,100,100,343
"70",100,100,100,299
"71",100,100,100,331
"72",100,100,100,293
"73",100,100,100,318
"74",100,100,100,299
"75",100,100,100,324
"76",100,100,100,283
"77",100,100,100,319
"78",100,100,100,252
"79",100,100,100,297
"80",100,100,100,348
"81",100,100,100,284
"82",100,100,100,286
"83",100,100,100,298
"84",100,100,100,300
"85",100,100,100,311
"86",100,100,100,276
"87",100,100,100,291
"88",100,100,100,302
"89",100,100,100,260
"90",100,100,100,295
"91",100,100,100,308
"92",100,100,100,351
"93",100,100,100,286
"94",100,100,100,285
"95",100,100,100,302
"96",100,100,100,324
"97",100,100,100,303
"98",100,100,100,272
"99",100,100,100,303
"100",100,100,100,323
