"","T1","T2","T3"
"1",13,30,21
"2",16,36,24
"3",15,34,23
"4",15,32,22
"5",16,35,23
"6",13,26,18
"7",18,38,27
"8",14,30,21
"9",15,30,21
"10",14,32,22
"11",15,33,23
"12",17,31,24
"13",17,32,23
"14",17,32,24
"15",17,30,22
"16",16,34,24
"17",17,33,24
"18",16,32,22
"19",16,34,22
"20",16,29,22
"21",16,31,22
"22",15,31,22
"23",15,31,22
"24",19,42,26
"25",17,36,23
"26",12,26,18
"27",14,28,20
"28",13,33,21
"29",15,32,22
"30",16,36,25
"31",16,34,22
"32",11,30,17
"33",16,30,21
"34",16,38,22
"35",18,33,25
"36",19,35,25
"37",18,36,26
"38",17,34,24
"39",12,31,18
"40",14,32,21
"41",14,30,21
"42",20,41,28
"43",18,38,26
"44",16,31,22
"45",18,35,25
"46",17,37,25
"47",14,31,21
"48",18,33,24
"49",17,35,25
"50",16,37,24
"51",16,29,22
"52",18,35,25
"53",15,34,22
"54",12,29,19
"55",18,37,27
"56",17,35,24
"57",14,28,20
"58",19,39,28
"59",17,32,23
"60",17,36,25
"61",13,26,20
"62",18,34,25
"63",15,31,22
"64",17,36,24
"65",14,33,21
"66",19,37,26
"67",17,33,22
"68",16,35,23
"69",16,37,26
"70",16,34,23
"71",14,33,22
"72",16,40,24
"73",17,33,25
"74",13,30,21
"75",16,36,21
"76",18,41,30
"77",17,33,23
"78",16,37,24
"79",14,33,22
"80",19,39,26
"81",17,34,24
"82",12,28,19
"83",14,28,21
"84",16,33,24
"85",18,32,23
"86",15,30,22
"87",14,30,21
"88",15,33,23
"89",13,25,18
"90",17,36,26
"91",22,44,31
"92",14,32,21
"93",18,32,23
"94",15,34,23
"95",14,33,22
"96",18,34,24
"97",18,36,25
"98",12,31,21
"99",14,30,21
"100",18,31,22
