"","T1","T2","T3","Control"
"1",100,100,100,324
"2",100,100,100,315
"3",100,100,100,319
"4",100,100,100,305
"5",100,100,100,282
"6",100,100,100,291
"7",100,100,100,317
"8",100,100,100,316
"9",100,100,100,289
"10",100,100,100,297
"11",100,100,100,330
"12",100,100,100,325
"13",100,100,100,306
"14",100,100,100,302
"15",100,100,100,285
"16",100,100,100,303
"17",100,100,100,364
"18",100,100,100,287
"19",100,100,100,290
"20",100,100,100,286
"21",100,100,100,296
"22",100,100,100,292
"23",100,100,100,308
"24",100,100,100,258
"25",100,100,100,315
"26",100,100,100,291
"27",100,100,100,298
"28",100,100,100,340
"29",100,100,100,282
"30",100,100,100,283
"31",100,100,100,318
"32",100,100,100,262
"33",100,100,100,297
"34",100,100,100,264
"35",100,100,100,321
"36",100,100,100,337
"37",100,100,100,295
"38",100,100,100,291
"39",100,100,100,313
"40",100,100,100,304
"41",100,100,100,304
"42",100,100,100,303
"43",100,100,100,344
"44",100,100,100,312
"45",100,100,100,276
"46",100,100,100,290
"47",100,100,100,277
"48",100,100,100,318
"49",100,100,100,301
"50",100,100,100,273
"51",100,100,100,300
"52",100,100,100,324
"53",100,100,100,350
"54",100,100,100,279
"55",100,100,100,314
"56",100,100,100,315
"57",100,100,100,311
"58",100,100,100,322
"59",100,100,100,294
"60",100,100,100,285
"61",100,100,100,281
"62",100,100,100,311
"63",100,100,100,264
"64",100,100,100,334
"65",100,100,100,305
"66",100,100,100,363
"67",100,100,100,330
"68",100,100,100,304
"69",100,100,100,329
"70",100,100,100,336
"71",100,100,100,326
"72",100,100,100,335
"73",100,100,100,266
"74",100,100,100,325
"75",100,100,100,307
"76",100,100,100,290
"77",100,100,100,325
"78",100,100,100,279
"79",100,100,100,353
"80",100,100,100,320
"81",100,100,100,272
"82",100,100,100,317
"83",100,100,100,312
"84",100,100,100,300
"85",100,100,100,300
"86",100,100,100,338
"87",100,100,100,294
"88",100,100,100,299
"89",100,100,100,351
"90",100,100,100,296
"91",100,100,100,294
"92",100,100,100,338
"93",100,100,100,312
"94",100,100,100,312
"95",100,100,100,325
"96",100,100,100,306
"97",100,100,100,296
"98",100,100,100,305
"99",100,100,100,306
"100",100,100,100,310
