"","T1","T2","T3"
"1",30,27,32
"2",33,34,37
"3",34,22,34
"4",32,24,35
"5",27,20,30
"6",31,26,32
"7",30,24,31
"8",33,26,34
"9",31,24,34
"10",33,24,38
"11",31,26,34
"12",34,24,30
"13",31,25,33
"14",27,24,32
"15",27,22,26
"16",29,21,31
"17",33,27,34
"18",26,24,31
"19",28,24,32
"20",36,29,35
"21",29,24,31
"22",30,27,36
"23",31,31,35
"24",29,21,31
"25",27,22,29
"26",41,25,47
"27",36,28,41
"28",30,26,33
"29",30,28,36
"30",28,23,30
"31",28,20,29
"32",38,30,39
"33",31,25,30
"34",25,19,26
"35",29,23,28
"36",30,26,33
"37",26,19,29
"38",28,26,30
"39",32,23,30
"40",33,25,34
"41",31,25,33
"42",27,24,30
"43",29,20,31
"44",35,30,34
"45",32,26,35
"46",34,26,34
"47",31,24,32
"48",28,25,34
"49",29,22,31
"50",30,24,31
"51",30,25,33
"52",27,25,31
"53",26,22,25
"54",33,27,35
"55",28,22,30
"56",26,19,27
"57",26,21,31
"58",24,20,26
"59",26,22,29
"60",42,30,45
"61",28,23,30
"62",28,22,31
"63",25,23,27
"64",28,21,29
"65",36,26,38
"66",32,25,33
"67",29,24,31
"68",33,25,34
"69",33,28,33
"70",31,26,35
"71",33,25,34
"72",34,25,32
"73",30,26,31
"74",31,26,30
"75",35,31,37
"76",32,25,32
"77",36,30,35
"78",30,23,30
"79",29,24,31
"80",31,26,35
"81",26,21,30
"82",31,26,39
"83",32,26,33
"84",30,25,33
"85",40,29,38
"86",32,24,32
"87",31,28,34
"88",31,31,34
"89",27,20,29
"90",30,25,34
"91",32,29,34
"92",28,24,31
"93",24,21,29
"94",31,27,34
"95",25,22,27
"96",26,23,29
"97",26,21,29
"98",33,23,37
"99",32,29,33
"100",26,22,27
