"","T1","T2","T3","Control"
"1",100,100,100,331
"2",100,100,100,310
"3",100,100,100,303
"4",100,100,100,307
"5",100,100,100,339
"6",100,100,100,304
"7",100,100,100,327
"8",100,100,100,297
"9",100,100,100,319
"10",100,100,100,310
"11",100,100,100,328
"12",100,100,100,319
"13",100,100,100,333
"14",100,100,100,310
"15",100,100,100,297
"16",100,100,100,305
"17",100,100,100,339
"18",100,100,100,261
"19",100,100,100,317
"20",100,100,100,342
"21",100,100,100,320
"22",100,100,100,269
"23",100,100,100,353
"24",100,100,100,389
"25",100,100,100,292
"26",100,100,100,303
"27",100,100,100,314
"28",100,100,100,311
"29",100,100,100,285
"30",100,100,100,340
"31",100,100,100,289
"32",100,100,100,295
"33",100,100,100,303
"34",100,100,100,361
"35",100,100,100,283
"36",100,100,100,321
"37",100,100,100,329
"38",100,100,100,355
"39",100,100,100,314
"40",100,100,100,350
"41",100,100,100,297
"42",100,100,100,316
"43",100,100,100,313
"44",100,100,100,294
"45",100,100,100,349
"46",100,100,100,307
"47",100,100,100,276
"48",100,100,100,305
"49",100,100,100,303
"50",100,100,100,311
"51",100,100,100,280
"52",100,100,100,336
"53",100,100,100,344
"54",100,100,100,287
"55",100,100,100,361
"56",100,100,100,280
"57",100,100,100,255
"58",100,100,100,308
"59",100,100,100,300
"60",100,100,100,274
"61",100,100,100,269
"62",100,100,100,293
"63",100,100,100,322
"64",100,100,100,347
"65",100,100,100,366
"66",100,100,100,335
"67",100,100,100,332
"68",100,100,100,335
"69",100,100,100,323
"70",100,100,100,350
"71",100,100,100,324
"72",100,100,100,315
"73",100,100,100,280
"74",100,100,100,322
"75",100,100,100,286
"76",100,100,100,319
"77",100,100,100,290
"78",100,100,100,345
"79",100,100,100,353
"80",100,100,100,351
"81",100,100,100,313
"82",100,100,100,316
"83",100,100,100,275
"84",100,100,100,311
"85",100,100,100,282
"86",100,100,100,289
"87",100,100,100,297
"88",100,100,100,299
"89",100,100,100,271
"90",100,100,100,326
"91",100,100,100,335
"92",100,100,100,298
"93",100,100,100,280
"94",100,100,100,291
"95",100,100,100,306
"96",100,100,100,344
"97",100,100,100,338
"98",100,100,100,334
"99",100,100,100,303
"100",100,100,100,330
