"","T1","T2","T3","Control"
"1",100,100,100,286
"2",100,100,100,288
"3",100,100,100,312
"4",100,100,100,348
"5",100,100,100,284
"6",100,100,100,305
"7",100,100,100,284
"8",100,100,100,279
"9",100,100,100,310
"10",100,100,100,317
"11",100,100,100,297
"12",100,100,100,279
"13",100,100,100,300
"14",100,100,100,299
"15",100,100,100,363
"16",100,100,100,319
"17",100,100,100,328
"18",100,100,100,294
"19",100,100,100,262
"20",100,100,100,341
"21",100,100,100,301
"22",100,100,100,364
"23",100,100,100,320
"24",100,100,100,340
"25",100,100,100,296
"26",100,100,100,324
"27",100,100,100,303
"28",100,100,100,324
"29",100,100,100,313
"30",100,100,100,294
"31",100,100,100,306
"32",100,100,100,305
"33",100,100,100,289
"34",100,100,100,285
"35",100,100,100,330
"36",100,100,100,316
"37",100,100,100,299
"38",100,100,100,284
"39",100,100,100,319
"40",100,100,100,307
"41",100,100,100,307
"42",100,100,100,318
"43",100,100,100,311
"44",100,100,100,331
"45",100,100,100,317
"46",100,100,100,301
"47",100,100,100,287
"48",100,100,100,294
"49",100,100,100,289
"50",100,100,100,337
"51",100,100,100,304
"52",100,100,100,284
"53",100,100,100,298
"54",100,100,100,299
"55",100,100,100,318
"56",100,100,100,291
"57",100,100,100,287
"58",100,100,100,304
"59",100,100,100,284
"60",100,100,100,312
"61",100,100,100,298
"62",100,100,100,293
"63",100,100,100,301
"64",100,100,100,327
"65",100,100,100,302
"66",100,100,100,289
"67",100,100,100,314
"68",100,100,100,315
"69",100,100,100,273
"70",100,100,100,322
"71",100,100,100,251
"72",100,100,100,264
"73",100,100,100,302
"74",100,100,100,299
"75",100,100,100,288
"76",100,100,100,289
"77",100,100,100,288
"78",100,100,100,305
"79",100,100,100,335
"80",100,100,100,306
"81",100,100,100,356
"82",100,100,100,324
"83",100,100,100,299
"84",100,100,100,348
"85",100,100,100,317
"86",100,100,100,314
"87",100,100,100,307
"88",100,100,100,286
"89",100,100,100,269
"90",100,100,100,297
"91",100,100,100,311
"92",100,100,100,374
"93",100,100,100,312
"94",100,100,100,270
"95",100,100,100,341
"96",100,100,100,278
"97",100,100,100,291
"98",100,100,100,334
"99",100,100,100,380
"100",100,100,100,254
